open_time,open,high,low,close,volume,buy_volume,sell_volume,volume_delta,cvd,open_interest,Trigger,Volatility
2025-10-01 05:20:00,114661.2,114661.2,114471.7,114573.7,911.442,382.638,528.804,-146.166,-1619.5790000000004,,False,0.0
2025-10-01 05:35:00,114573.7,114595.5,114498.9,114584.1,497.371,228.77100000000002,268.6,-39.82900000000001,-1659.4080000000004,,False,0.0
2025-10-01 05:50:00,114584.0,114584.2,114413.8,114454.9,664.483,237.517,426.966,-189.44899999999998,-1848.8570000000004,,False,0.0
2025-10-01 06:05:00,114454.9,114570.1,114413.7,114418.8,743.7760000000001,379.15500000000003,364.621,14.53400000000002,-1834.3230000000003,,False,0.0
2025-10-01 06:20:00,114418.8,114418.8,114250.0,114320.6,1028.5910000000001,485.422,543.1690000000001,-57.7470000000001,-1892.0700000000008,,False,0.0
2025-10-01 06:35:00,114320.7,114491.8,114220.0,114296.2,1046.314,525.091,521.223,3.867999999999981,-1888.202000000001,,False,0.0
2025-10-01 06:50:00,114296.1,114352.2,114170.0,114328.0,975.765,500.422,475.34299999999996,25.079000000000008,-1863.1230000000007,,False,0.0
2025-10-01 07:05:00,114328.0,114468.4,114271.6,114423.1,556.271,291.80600000000004,264.46500000000003,27.34099999999998,-1835.7820000000008,,True,2.0154650810788164
2025-10-01 07:20:00,114423.1,114538.6,114376.8,114492.8,622.3679999999999,308.164,314.204,-6.040000000000017,-1841.8220000000008,,True,2.0154650810788164
2025-10-01 07:35:00,114492.8,114505.6,114386.7,114457.8,460.15999999999997,199.973,260.187,-60.214,-1902.036000000001,,True,2.0154650810788164
2025-10-01 07:50:00,114457.9,114539.1,114425.6,114485.8,635.481,351.83799999999997,283.643,68.19500000000001,-1833.841000000001,,False,0.0
2025-10-01 08:05:00,114485.9,114682.5,114440.0,114682.5,1217.638,707.422,510.216,197.20600000000002,-1636.635000000001,,False,0.0
2025-10-01 08:20:00,114682.4,115279.7,114590.0,115139.5,8800.129,5524.514,3275.615,2248.899,612.263999999999,,False,0.0
2025-10-01 08:35:00,115139.6,116178.0,115128.9,116149.5,11400.974,7371.21,4029.764,3341.446,3953.709999999999,,False,0.0
2025-10-01 08:50:00,116149.4,116599.8,115890.7,115936.7,10352.440999999999,4769.423,5583.018,-813.5949999999991,3140.115,,False,0.0
2025-10-01 09:05:00,115936.7,116332.9,115912.3,116199.4,3610.661,1888.1039999999998,1722.5570000000002,165.5469999999998,3305.662,,False,0.0
2025-10-01 09:20:00,116199.4,116300.0,116075.7,116300.0,1506.4569999999999,787.537,718.9200000000001,68.61699999999999,3374.278999999999,,False,0.0
2025-10-01 09:35:00,116300.0,116500.0,116250.0,116376.2,3531.3849999999998,2208.555,1322.83,885.725,4260.003999999999,,False,0.0
2025-10-01 09:50:00,116376.2,116520.0,116318.8,116499.9,1375.933,707.591,668.3420000000001,39.248999999999995,4299.252999999999,,False,0.0
2025-10-01 10:05:00,116499.9,116500.0,116214.4,116361.1,1342.2930000000001,530.801,811.492,-280.6909999999999,4018.561999999999,,False,0.0
2025-10-01 10:20:00,116361.2,116361.2,116154.5,116245.7,931.822,336.369,595.453,-259.084,3759.477999999999,,False,0.0
2025-10-01 10:35:00,116245.8,116328.3,116178.7,116258.3,730.252,401.986,328.266,73.72,3833.1979999999994,,False,0.0
2025-10-01 10:50:00,116258.3,116334.0,116180.0,116331.5,824.34,431.999,392.341,39.658000000000015,3872.855999999999,,False,0.0
2025-10-01 11:05:00,116331.5,116388.0,116292.9,116359.9,676.1,398.371,277.729,120.642,3993.497999999999,,False,0.0
2025-10-01 11:20:00,116359.9,116428.8,116238.2,116402.0,808.038,410.187,397.851,12.335999999999991,4005.833999999999,,False,0.0
2025-10-01 11:35:00,116402.0,116570.8,116393.3,116544.0,2225.938,1461.73,764.2080000000001,697.5219999999999,4703.356,,False,0.0
2025-10-01 11:50:00,116544.0,116838.3,116543.9,116675.1,3805.036,2196.6279999999997,1608.408,588.22,5291.575999999999,,False,0.0
2025-10-01 12:05:00,116675.1,116799.3,116562.5,116751.6,1450.462,714.436,736.0260000000001,-21.590000000000067,5269.985999999999,,False,0.0
2025-10-01 12:20:00,116751.6,116850.0,116500.0,116522.2,1959.875,675.437,1284.438,-609.001,4660.984999999999,,False,0.0
2025-10-01 12:35:00,116522.2,116595.6,116403.0,116433.9,1611.501,607.337,1004.1639999999999,-396.8269999999999,4264.157999999999,,False,0.0
2025-10-01 12:50:00,116434.0,116520.0,116311.5,116515.3,1166.671,582.24,584.431,-2.191000000000045,4261.967,,False,0.0
2025-10-01 13:05:00,116515.3,116584.1,116433.3,116555.1,805.382,460.92499999999995,344.457,116.46800000000002,4378.435,,False,0.0
2025-10-01 13:20:00,116555.1,116619.8,116438.0,116455.9,1141.1689999999999,622.431,518.7379999999999,103.69300000000004,4482.128,,False,0.0
2025-10-01 13:35:00,116455.9,116700.0,116370.4,116430.9,1630.214,791.51,838.7040000000001,-47.19400000000002,4434.933999999999,,False,0.0
2025-10-01 13:50:00,116430.9,117194.7,116393.0,117176.0,5115.625,3195.066,1920.5589999999997,1274.507,5709.440999999999,,False,0.0
2025-10-01 14:05:00,117176.0,117400.0,116829.8,117342.5,4851.201999999999,2587.9049999999997,2263.2969999999996,324.6080000000003,6034.048999999998,,False,0.0
2025-10-01 14:20:00,117342.5,117342.5,117000.0,117168.3,2045.893,810.835,1235.058,-424.2230000000002,5609.825999999997,,False,0.0
2025-10-01 14:35:00,117168.4,117371.2,117000.0,117006.2,1733.118,697.477,1035.641,-338.16399999999993,5271.6619999999975,,False,0.0
2025-10-01 14:50:00,117006.3,117294.6,117000.0,117230.1,1210.414,648.684,561.73,86.95399999999994,5358.615999999998,,False,0.0
2025-10-01 15:05:00,117230.1,117276.0,117031.0,117274.7,969.477,427.95000000000005,541.527,-113.57699999999994,5245.038999999999,,False,0.0
2025-10-01 15:20:00,117274.6,117647.8,117229.5,117394.8,3232.888,1850.071,1382.8170000000002,467.2539999999999,5712.292999999999,,False,0.0
2025-10-01 15:35:00,117394.9,117500.0,117255.0,117255.6,1169.277,563.429,605.848,-42.41899999999997,5669.873999999999,,False,0.0
2025-10-01 15:50:00,117255.2,117441.7,117249.2,117386.1,1188.4,701.804,486.596,215.20800000000003,5885.081999999999,,False,0.0
2025-10-01 16:05:00,117386.2,117787.9,117386.1,117661.7,4779.991,2902.908,1877.083,1025.8249999999998,6910.906999999999,,False,0.0
2025-10-01 16:20:00,117661.8,117850.0,117639.2,117785.8,3324.262,1527.1999999999998,1797.062,-269.862,6641.044999999999,,False,0.0
2025-10-01 16:35:00,117785.8,118190.0,117720.0,117720.1,6754.728999999999,3561.7129999999997,3193.0159999999996,368.6970000000001,7009.741999999999,,False,0.0
2025-10-01 16:50:00,117720.0,117720.1,117450.0,117625.0,2944.978,1262.299,1682.6790000000003,-420.3800000000003,6589.361999999999,,False,0.0
2025-10-01 17:05:00,117624.4,117649.2,117208.9,117323.1,2262.067,784.181,1477.886,-693.705,5895.656999999999,,False,0.0
2025-10-01 17:20:00,117323.1,117524.3,117308.4,117431.9,1210.784,654.053,556.731,97.32199999999997,5992.978999999999,,False,0.0
2025-10-01 17:35:00,117431.9,117456.1,116935.0,116967.7,2165.804,913.245,1252.5590000000002,-339.31400000000014,5653.664999999999,,False,0.0
2025-10-01 17:50:00,116967.6,116995.0,116687.5,116762.4,3555.584,1901.589,1653.995,247.59400000000005,5901.258999999999,,False,0.0
2025-10-01 18:05:00,116762.4,117035.8,116762.3,116880.9,1525.903,960.7040000000001,565.199,395.50500000000005,6296.763999999999,,False,0.0
2025-10-01 18:20:00,116880.9,117110.6,116827.2,117087.1,1039.825,558.301,481.524,76.77700000000003,6373.540999999999,,False,0.0
2025-10-01 18:35:00,117087.0,117164.0,117023.1,117164.0,735.564,344.887,390.677,-45.789999999999964,6327.750999999999,,False,0.0
2025-10-01 18:50:00,117164.0,117312.7,117142.3,117278.2,1359.587,893.441,466.14599999999996,427.295,6755.045999999999,,False,0.0
2025-10-01 19:05:00,117278.3,117451.1,117278.2,117450.0,898.1379999999999,568.819,329.31899999999996,239.50000000000003,6994.545999999999,,False,0.0
2025-10-01 19:20:00,117450.0,117458.6,117357.5,117410.2,644.498,323.68,320.818,2.862000000000025,6997.407999999999,,False,0.0
2025-10-01 19:35:00,117410.1,117572.7,117268.4,117469.6,961.836,570.562,391.274,179.28800000000004,7176.695999999999,,False,0.0
2025-10-01 19:50:00,117469.6,117489.0,117234.8,117325.2,1152.0439999999999,475.13199999999995,676.912,-201.78000000000003,6974.915999999999,,False,0.0
2025-10-01 20:05:00,117325.3,117388.2,117104.1,117220.6,1645.526,679.598,965.928,-286.33,6688.585999999999,,False,0.0
2025-10-01 20:20:00,117220.5,117344.2,117170.5,117330.9,288.78000000000003,135.678,153.102,-17.424,6671.161999999999,,False,0.0
2025-10-01 20:35:00,117331.0,117364.2,117243.0,117252.1,534.505,198.686,335.81899999999996,-137.13299999999998,6534.029,,False,0.0
2025-10-01 20:50:00,117252.0,117524.3,117252.0,117474.5,542.335,305.736,236.599,69.137,6603.165999999999,,False,0.0
2025-10-01 21:05:00,117474.5,117524.9,117400.0,117491.4,366.108,145.951,220.157,-74.20600000000002,6528.959999999999,,False,0.0
2025-10-01 21:20:00,117491.4,117491.5,117350.0,117350.0,249.29500000000002,90.933,158.362,-67.429,6461.530999999999,,False,0.0
2025-10-01 21:35:00,117350.0,117444.5,117276.3,117407.0,420.578,206.37599999999998,214.202,-7.825999999999993,6453.705,,False,0.0
2025-10-01 21:50:00,117406.9,117719.8,117327.9,117684.6,925.129,575.406,349.72300000000007,225.68299999999996,6679.387999999999,,False,0.0
2025-10-01 22:05:00,117684.6,118041.9,117684.5,117749.9,2689.6980000000003,1518.659,1171.039,347.62000000000006,7027.007999999999,,False,0.0
2025-10-01 22:20:00,117749.9,117788.1,117718.0,117747.0,390.592,155.501,235.091,-79.59000000000002,6947.417999999999,,False,0.0
2025-10-01 22:35:00,117747.0,117828.0,117584.0,117791.2,665.14,337.161,327.979,9.182000000000002,6956.599999999999,,False,0.0
2025-10-01 22:50:00,117791.2,117802.3,117634.9,117697.6,1251.2710000000002,810.54,440.73100000000005,369.80899999999997,7326.408999999999,,False,0.0
2025-10-01 23:05:00,117697.7,118457.3,117697.7,118319.5,4542.2429999999995,2953.676,1588.5669999999998,1365.1090000000002,8691.517999999998,,False,0.0
2025-10-01 23:20:00,118319.4,118372.0,118063.7,118063.7,3053.8199999999997,1479.864,1573.956,-94.09199999999987,8597.425999999998,,False,0.0
2025-10-01 23:35:00,118063.7,118360.0,118020.7,118342.8,1089.884,591.231,498.653,92.57799999999997,8690.003999999997,,False,0.0
2025-10-01 23:50:00,118342.8,119184.0,118300.0,119024.0,7931.509,4981.808,2949.701,2032.1070000000002,10722.110999999995,,False,0.0
2025-10-02 00:05:00,119024.1,119457.0,118880.0,118940.8,4872.087,2511.668,2360.419,151.2489999999998,10873.359999999995,,False,0.0
2025-10-02 00:20:00,118940.7,119080.0,118714.1,118718.1,1702.433,740.009,962.4240000000001,-222.41500000000008,10650.944999999998,,False,0.0
2025-10-02 00:35:00,118718.1,118848.8,118447.9,118611.1,1957.1909999999998,865.7860000000001,1091.405,-225.61899999999991,10425.325999999995,,False,0.0
2025-10-02 00:50:00,118611.2,118611.2,118335.0,118540.9,1449.241,736.749,712.492,24.257000000000062,10449.582999999997,,False,0.0
2025-10-02 01:05:00,118540.9,118666.6,118400.0,118427.5,926.204,489.06,437.144,51.916000000000025,10501.498999999996,,False,0.0
2025-10-02 01:20:00,118427.5,118635.5,118396.1,118600.0,742.0409999999999,408.958,333.08299999999997,75.87500000000009,10577.373999999998,,False,0.0
2025-10-02 01:35:00,118600.0,118862.0,118497.6,118757.7,1175.965,742.006,433.95899999999995,308.047,10885.420999999997,,False,0.0
2025-10-02 01:50:00,118757.6,118803.1,118519.5,118536.3,1326.8269999999998,540.4359999999999,786.3910000000001,-245.95499999999993,10639.465999999997,,False,0.0
2025-10-02 02:05:00,118536.4,118748.8,118465.1,118712.9,1147.292,651.11,496.182,154.92800000000005,10794.393999999998,,False,0.0
2025-10-02 02:20:00,118713.0,118721.0,118433.4,118539.2,1160.0819999999999,579.663,580.419,-0.7559999999999718,10793.638,,False,0.0
2025-10-02 02:35:00,118539.3,118730.0,118539.2,118680.3,1335.396,757.265,578.1310000000001,179.13399999999996,10972.771999999995,,False,0.0
2025-10-02 02:50:00,118680.3,118819.6,118632.8,118777.0,867.908,522.019,345.88900000000007,176.12999999999997,11148.901999999996,,False,0.0
2025-10-02 03:05:00,118777.0,118966.0,118711.3,118787.1,2772.0950000000003,2047.1319999999998,724.9630000000001,1322.1689999999999,12471.070999999996,,False,0.0
2025-10-02 03:20:00,118787.2,119043.4,118787.1,118890.8,1409.021,1009.836,399.185,610.651,13081.721999999994,,False,0.0
2025-10-02 03:35:00,118890.8,118959.4,118730.0,118737.2,1348.071,422.783,925.2879999999999,-502.5049999999999,12579.216999999995,,False,0.0
2025-10-02 03:50:00,118737.1,118822.9,118633.7,118786.0,976.677,537.6569999999999,439.02000000000004,98.63699999999996,12677.853999999996,,False,0.0
2025-10-02 04:05:00,118786.1,118893.8,118711.3,118737.4,919.109,445.815,473.294,-27.479000000000013,12650.374999999996,,False,0.0
2025-10-02 04:20:00,118737.5,118737.5,118500.0,118510.0,892.9780000000001,259.374,633.604,-374.23,12276.144999999997,,False,0.0
2025-10-02 04:35:00,118510.0,118584.6,118372.0,118581.9,940.604,411.757,528.847,-117.09000000000003,12159.054999999997,,False,0.0
2025-10-02 04:50:00,118581.8,118641.8,118501.4,118607.8,556.2,318.49699999999996,237.703,80.79400000000001,12239.848999999997,,False,0.0
2025-10-02 05:05:00,118607.8,118607.9,118395.4,118400.0,506.908,179.586,327.322,-147.736,12092.112999999998,,False,0.0
2025-10-02 05:20:00,118400.0,118613.5,118358.3,118458.6,1009.676,504.974,504.70200000000006,0.2719999999999345,12092.384999999998,,False,0.0
2025-10-02 05:35:00,118458.7,118496.2,118318.3,118330.8,715.76,315.797,399.96299999999997,-84.166,12008.218999999996,,False,0.0
2025-10-02 05:50:00,118330.8,118353.2,118226.4,118327.6,1039.796,409.971,629.825,-219.85400000000004,11788.364999999998,,False,0.0
2025-10-02 06:05:00,118327.6,118484.3,118327.5,118380.0,728.017,445.22400000000005,282.793,162.43100000000007,11950.795999999997,,False,0.0
2025-10-02 06:20:00,118380.0,118535.6,118362.4,118516.9,932.424,482.355,450.06899999999996,32.286,11983.081999999997,,False,0.0
2025-10-02 06:35:00,118516.8,118644.8,118469.8,118523.6,825.674,457.931,367.74300000000005,90.18799999999999,12073.269999999997,,False,0.0
2025-10-02 06:50:00,118523.7,118620.1,118503.7,118616.4,556.819,298.399,258.41999999999996,39.97900000000001,12113.248999999996,,False,0.0
2025-10-02 07:05:00,118616.3,118629.8,118500.0,118570.2,508.254,263.69,244.56400000000002,19.12599999999999,12132.374999999996,,False,0.0
2025-10-02 07:20:00,118570.1,118570.2,118379.6,118379.7,422.119,168.932,253.187,-84.25500000000001,12048.119999999995,,False,0.0
2025-10-02 07:35:00,118379.7,118475.0,118377.1,118432.3,471.308,257.121,214.187,42.93399999999997,12091.053999999996,,False,0.0
2025-10-02 07:50:00,118432.2,118524.4,118376.9,118377.0,551.175,258.88800000000003,292.28700000000003,-33.399,12057.654999999995,,False,0.0
2025-10-02 08:05:00,118377.0,118458.2,118307.3,118345.0,717.1569999999999,283.919,433.238,-149.319,11908.335999999998,,False,0.0
2025-10-02 08:20:00,118345.0,118625.4,118341.0,118600.4,643.597,390.444,253.153,137.29100000000003,12045.627,,False,0.0
2025-10-02 08:35:00,118600.4,118647.7,118556.7,118635.3,373.914,194.69,179.224,15.46600000000001,12061.093,,False,0.0
2025-10-02 08:50:00,118635.6,118646.2,118535.7,118557.1,419.877,180.412,239.465,-59.05300000000001,12002.039999999995,,False,0.0
2025-10-02 09:05:00,118557.1,118596.6,118521.7,118579.1,352.828,170.62,182.208,-11.588000000000005,11990.451999999996,,False,0.0
2025-10-02 09:20:00,118579.1,118648.5,118560.8,118641.0,472.269,268.114,204.155,63.959,12054.410999999998,,False,0.0
2025-10-02 09:35:00,118640.9,118827.7,118555.9,118717.4,1363.44,804.1899999999999,559.25,244.94000000000003,12299.351,,False,0.0
2025-10-02 09:50:00,118717.4,118885.8,118647.5,118657.8,932.1270000000001,437.499,494.62800000000004,-57.12900000000007,12242.222,,False,0.0
2025-10-02 10:05:00,118657.8,118742.1,118640.1,118694.4,376.66700000000003,187.358,189.30900000000003,-1.9509999999999934,12240.271,,False,0.0
2025-10-02 10:20:00,118694.4,118705.1,118563.0,118644.4,741.438,340.715,400.72300000000007,-60.00800000000004,12180.263,,False,0.0
2025-10-02 10:35:00,118644.4,118724.6,118644.3,118716.9,376.262,223.663,152.599,71.06400000000001,12251.327,,False,0.0
2025-10-02 10:50:00,118717.0,118717.0,118530.8,118597.6,453.18600000000004,190.517,262.669,-72.15200000000003,12179.175,,False,0.0
2025-10-02 11:05:00,118597.7,118628.6,118481.6,118592.5,571.826,249.29,322.536,-73.24600000000002,12105.929,,False,0.0
2025-10-02 11:20:00,118592.5,118684.8,118583.9,118651.6,357.324,210.247,147.077,63.17,12169.099,,False,0.0
2025-10-02 11:35:00,118651.5,118843.8,118609.1,118830.1,563.087,397.073,166.014,231.05899999999997,12400.158,,False,0.0
2025-10-02 11:50:00,118830.1,118844.9,118655.4,118822.8,860.5799999999999,348.77,511.81000000000006,-163.03999999999996,12237.118,,False,0.0
2025-10-02 12:05:00,118822.8,118849.9,118757.1,118819.2,464.797,244.94299999999998,219.854,25.088999999999984,12262.207,,False,0.0
2025-10-02 12:20:00,118819.2,119130.0,118814.8,119117.8,2550.448,1504.981,1045.4669999999999,459.5140000000001,12721.721,,False,0.0
2025-10-02 12:35:00,119117.8,119309.2,119050.9,119223.9,2083.1040000000003,1145.366,937.738,207.62799999999993,12929.349000000002,,False,0.0
2025-10-02 12:50:00,119223.9,119361.4,119211.4,119242.2,1761.251,990.335,770.916,219.41899999999998,13148.768000000002,,False,0.0
2025-10-02 13:05:00,119242.2,119247.6,118868.2,118985.6,1694.603,710.7230000000001,983.88,-273.15699999999987,12875.611000000004,,False,0.0
2025-10-02 13:20:00,118985.6,119338.4,118978.1,119223.3,1650.0970000000002,980.8330000000001,669.2640000000001,311.56899999999996,13187.180000000002,,False,0.0
2025-10-02 13:35:00,119223.2,119733.0,119144.9,119539.0,5563.651,3506.237,2057.414,1448.8229999999996,14636.003,,False,0.0
2025-10-02 13:50:00,119539.0,119711.0,119381.7,119530.0,2872.816,1231.1950000000002,1641.621,-410.42599999999993,14225.577,,False,0.0
2025-10-02 14:05:00,119530.1,119580.0,119218.7,119480.0,1870.238,854.755,1015.4830000000001,-160.728,14064.849000000002,,False,0.0
2025-10-02 14:20:00,119480.0,119747.2,119350.0,119475.4,2188.809,932.405,1256.404,-323.99900000000014,13740.850000000002,,False,0.0
2025-10-02 14:35:00,119475.5,119475.5,118759.1,118908.7,3424.951,1314.181,2110.77,-796.5890000000002,12944.261000000002,,False,0.0
2025-10-02 14:50:00,118908.7,118949.5,118458.4,118515.6,4489.482,2115.239,2374.243,-259.0039999999997,12685.257,,False,0.0
2025-10-02 15:05:00,118515.7,119205.3,118460.0,119072.5,3145.683,1707.356,1438.327,269.02900000000017,12954.286000000002,,False,0.0
2025-10-02 15:20:00,119072.6,119555.0,118966.0,119347.2,2965.292,1395.634,1569.658,-174.02399999999997,12780.262000000002,,False,0.0
2025-10-02 15:35:00,119347.1,119647.2,119142.2,119573.9,2650.664,1499.849,1150.815,349.0339999999999,13129.296000000002,,False,0.0
2025-10-02 15:50:00,119573.9,119977.9,119573.9,119806.7,4831.625,2941.7380000000003,1889.8870000000002,1051.8509999999997,14181.147,,False,0.0
2025-10-02 16:05:00,119806.6,120291.0,119650.1,120058.7,5904.145,3313.727,2590.4180000000006,723.3089999999995,14904.455999999998,,False,0.0
2025-10-02 16:20:00,120058.7,120075.5,119880.0,119992.8,1806.705,765.262,1041.443,-276.181,14628.274999999998,,False,0.0
2025-10-02 16:35:00,119992.9,119992.9,119663.8,119795.6,1798.2800000000002,711.214,1087.066,-375.85200000000003,14252.422999999995,,False,0.0
2025-10-02 16:50:00,119795.7,119870.9,119500.0,119517.6,1163.959,490.813,673.146,-182.33300000000003,14070.089999999998,,False,0.0
2025-10-02 17:05:00,119517.7,119775.3,119517.6,119540.1,1210.875,709.628,501.24699999999996,208.38100000000003,14278.470999999998,,False,0.0
2025-10-02 17:20:00,119540.1,119546.9,119317.0,119496.1,1474.211,806.468,667.7429999999999,138.72500000000002,14417.195999999998,,False,0.0
2025-10-02 17:35:00,119496.1,119700.0,119376.2,119693.8,1124.702,579.605,545.0970000000001,34.507999999999896,14451.703999999998,,False,0.0
2025-10-02 17:50:00,119693.7,120135.5,119685.5,120078.4,1686.344,1164.505,521.839,642.6659999999999,15094.369999999995,,False,0.0
2025-10-02 18:05:00,120078.4,120181.5,119921.1,119965.7,1893.868,844.112,1049.756,-205.64400000000006,14888.726,,False,0.0
2025-10-02 18:20:00,119965.6,120195.8,119920.8,120049.0,1219.387,544.3240000000001,675.063,-130.73899999999998,14757.987,,False,0.0
2025-10-02 18:35:00,120049.1,120159.9,119963.8,120135.5,936.043,457.71000000000004,478.333,-20.62299999999999,14737.364,,False,0.0
2025-10-02 18:50:00,120135.6,120637.2,120084.9,120590.3,4228.933,2553.5690000000004,1675.3639999999998,878.2050000000004,15615.569,,False,0.0
2025-10-02 19:05:00,120590.3,120999.0,120590.3,120913.0,5710.468,3310.0299999999997,2400.438,909.5919999999998,16525.161000000004,,False,0.0
2025-10-02 19:20:00,120913.0,120923.9,120632.2,120849.7,2183.459,919.856,1263.603,-343.74700000000007,16181.414000000002,,False,0.0
2025-10-02 19:35:00,120849.6,120921.3,120582.0,120731.4,1295.745,550.702,745.043,-194.341,15987.073000000002,,False,0.0
2025-10-02 19:50:00,120731.4,120843.8,120516.4,120817.0,1599.431,855.28,744.151,111.12900000000002,16098.202,,False,0.0
2025-10-02 20:05:00,120816.9,120880.9,120520.0,120685.9,1384.321,629.749,754.572,-124.82300000000004,15973.379000000004,,False,0.0
2025-10-02 20:20:00,120685.9,120693.3,120258.1,120335.4,1409.173,474.07399999999996,935.0990000000002,-461.0250000000001,15512.354000000005,,False,0.0
2025-10-02 20:35:00,120335.4,120524.3,120332.5,120414.6,983.0830000000001,558.703,424.38000000000005,134.32299999999992,15646.677,,False,0.0
2025-10-02 20:50:00,120414.6,120633.4,120372.3,120489.4,881.702,567.679,314.0230000000001,253.6559999999999,15900.333000000002,,False,0.0
