open_time,open,high,low,close,volume,buy_volume,sell_volume,volume_delta,cvd,open_interest,Trigger,Max_Pct
2025-09-30 20:15:00,114152.3,114438.3,114152.3,114338.6,655.331,284.155,371.176,-87.02099999999999,-87.02099999999999,,False,0.0
2025-09-30 20:30:00,114338.5,114348.8,114242.8,114242.9,501.407,211.668,289.73900000000003,-78.071,-165.09199999999998,,False,0.0
2025-09-30 20:45:00,114242.9,114684.7,114242.8,114569.8,1824.62,1102.272,722.348,379.924,214.832,,False,0.0
2025-09-30 21:00:00,114569.8,114720.0,114321.0,114323.7,1847.067,1000.7370000000001,846.33,154.40699999999998,369.239,,False,0.0
2025-09-30 21:15:00,114323.6,114490.6,114232.3,114235.2,955.628,399.806,555.822,-156.01600000000005,213.223,,False,0.0
2025-09-30 21:30:00,114235.1,114469.4,114141.6,114312.9,1397.156,652.777,744.379,-91.602,121.62099999999998,,False,0.0
2025-09-30 21:45:00,114312.9,114320.8,114071.7,114108.0,633.602,216.798,416.804,-200.00599999999997,-78.38499999999999,,False,0.0
2025-09-30 22:00:00,114108.0,114310.9,114070.0,114080.6,989.96,420.14,569.82,-149.67999999999995,-228.065,,False,0.0
2025-09-30 22:15:00,114080.5,114129.6,113901.2,113942.0,1339.792,606.9300000000001,732.8620000000001,-125.93200000000007,-353.99700000000007,,False,0.0
2025-09-30 22:30:00,113942.0,113988.6,113825.0,113871.9,956.107,359.078,597.029,-237.95099999999994,-591.948,,False,0.0
2025-09-30 22:45:00,113872.0,113979.6,113850.8,113883.4,533.261,341.73699999999997,191.524,150.213,-441.735,,False,0.0
2025-09-30 23:00:00,113883.3,113889.6,113710.2,113783.6,1071.342,449.65100000000007,621.691,-172.04000000000002,-613.775,,False,0.0
2025-09-30 23:15:00,113783.7,113965.8,113710.0,113897.2,911.0989999999999,465.01300000000003,446.08599999999996,18.927000000000078,-594.848,,False,0.0
2025-09-30 23:30:00,113897.2,113926.4,113786.5,113913.6,437.599,202.337,235.262,-32.92500000000002,-627.7729999999999,,False,0.0
2025-09-30 23:45:00,113913.5,113988.8,113882.3,113988.8,362.803,194.84300000000002,167.95999999999998,26.883000000000013,-600.89,,False,0.0
2025-10-01 00:00:00,113988.7,114246.0,113988.7,114098.1,1631.6,859.815,771.785,88.03000000000006,-512.8599999999999,,False,0.0
2025-10-01 00:15:00,114098.0,114123.1,113899.4,113960.6,979.3330000000001,363.014,616.3190000000001,-253.305,-766.165,,False,0.0
2025-10-01 00:30:00,113960.7,114178.1,113906.4,113913.2,593.524,273.734,319.79,-46.05600000000001,-812.221,,False,0.0
2025-10-01 00:45:00,113913.2,114198.0,113913.2,114181.1,568.675,337.48199999999997,231.19300000000004,106.28899999999994,-705.932,,False,0.0
2025-10-01 01:00:00,114181.0,114347.1,114083.3,114283.3,852.327,454.921,397.406,57.515000000000015,-648.4169999999999,,False,0.0
2025-10-01 01:15:00,114283.3,114373.0,114138.5,114315.7,1134.258,507.634,626.624,-118.99000000000001,-767.4069999999999,,False,0.0
2025-10-01 01:30:00,114315.7,114440.0,114159.1,114345.4,906.125,370.784,535.3410000000001,-164.5570000000001,-931.964,,False,0.0
2025-10-01 01:45:00,114345.4,114498.0,114293.7,114491.6,871.309,419.672,451.637,-31.96499999999996,-963.929,,False,0.0
2025-10-01 02:00:00,114491.6,114494.0,114356.2,114418.2,644.679,246.899,397.78,-150.881,-1114.81,,False,0.0
2025-10-01 02:15:00,114418.2,114439.4,114354.8,114368.2,365.094,130.50900000000001,234.58499999999998,-104.07600000000001,-1218.886,,False,0.0
2025-10-01 02:30:00,114368.2,114387.1,114237.8,114275.3,594.019,209.151,384.868,-175.71699999999998,-1394.603,,False,0.0
2025-10-01 02:45:00,114275.4,114330.0,114218.9,114219.0,1014.492,460.094,554.3980000000001,-94.30400000000007,-1488.9070000000002,,False,0.0
2025-10-01 03:00:00,114219.0,114387.8,114139.4,114387.8,1168.703,700.6949999999999,468.00800000000004,232.687,-1256.22,,False,0.0
2025-10-01 03:15:00,114387.8,114481.2,114283.5,114416.7,1553.4899999999998,883.923,669.567,214.35600000000005,-1041.864,,False,0.0
2025-10-01 03:30:00,114416.7,114480.0,114272.3,114272.4,1235.65,443.472,792.178,-348.706,-1390.57,,False,0.0
2025-10-01 03:45:00,114272.4,114272.4,114038.7,114135.9,1783.813,831.55,952.263,-120.71299999999997,-1511.283,,False,0.0
2025-10-01 04:00:00,114135.8,114398.4,114095.2,114284.8,1058.832,583.964,474.86800000000005,109.09600000000002,-1402.1870000000004,,False,0.0
2025-10-01 04:15:00,114284.8,114553.5,114284.8,114549.9,1213.041,758.037,455.004,303.03299999999996,-1099.1540000000005,,False,0.0
2025-10-01 04:30:00,114550.0,114669.0,114450.0,114503.3,1896.9850000000001,1030.847,866.138,164.7089999999999,-934.4450000000006,,False,0.0
2025-10-01 04:45:00,114503.3,114545.9,114184.4,114227.8,1577.199,385.091,1192.108,-807.0169999999999,-1741.4620000000004,,False,0.0
2025-10-01 05:00:00,114227.8,114700.0,114200.8,114552.5,2206.584,1254.547,952.037,302.51000000000005,-1438.9520000000005,,False,0.0
2025-10-01 05:15:00,114552.5,114661.3,114471.7,114553.7,1021.322,431.93399999999997,589.388,-157.454,-1596.4060000000004,,False,0.0
2025-10-01 05:30:00,114553.7,114580.0,114479.2,114511.9,622.626,284.746,337.88,-53.13400000000003,-1649.5400000000004,,False,0.0
2025-10-01 05:45:00,114512.0,114595.5,114453.7,114511.4,483.42199999999997,196.695,286.727,-90.03199999999998,-1739.5720000000003,,False,0.0
2025-10-01 06:00:00,114511.5,114529.9,114413.8,114503.1,691.087,287.72900000000004,403.358,-115.62899999999996,-1855.201,,False,0.0
2025-10-01 06:15:00,114503.1,114570.1,114250.0,114330.7,1103.872,524.918,578.9540000000001,-54.03600000000009,-1909.2370000000003,,True,1.5129794534626333
2025-10-01 06:30:00,114330.7,114491.8,114257.1,114457.3,879.206,500.168,379.038,121.13,-1788.1070000000009,,True,1.400697028498835
2025-10-01 06:45:00,114457.3,114457.4,114170.0,114212.8,1115.997,493.097,622.9,-129.803,-1917.9100000000008,,True,1.6177696370284216
2025-10-01 07:00:00,114212.7,114380.4,114184.9,114312.2,501.092,284.998,216.094,68.90399999999997,-1849.0060000000008,,True,1.6514422782520177
2025-10-01 07:15:00,114312.1,114538.6,114306.0,114504.6,784.0250000000001,405.61,378.415,27.194999999999972,-1821.8110000000008,,False,0.0
2025-10-01 07:30:00,114504.6,114534.3,114386.7,114470.4,542.062,233.97,308.092,-74.122,-1895.933000000001,,False,0.0
2025-10-01 07:45:00,114470.4,114539.1,114432.4,114480.8,580.319,337.052,243.267,93.78500000000003,-1802.148000000001,,False,0.0
2025-10-01 08:00:00,114480.8,114550.0,114425.6,114534.9,817.056,381.84299999999996,435.21299999999997,-53.37000000000003,-1855.518000000001,,False,0.0
2025-10-01 08:15:00,114534.8,115072.1,114500.2,115034.8,6330.9130000000005,4031.979,2298.934,1733.0449999999998,-122.4730000000011,,False,0.0
2025-10-01 08:30:00,115034.8,115666.8,115034.8,115586.3,9101.646,5902.3009999999995,3199.345,2702.956,2580.4829999999997,,False,0.0
2025-10-01 08:45:00,115586.3,116599.8,115426.0,116060.5,14539.377,7676.325,6863.052,813.2730000000008,3393.756,,False,0.0
2025-10-01 09:00:00,116060.4,116332.9,115890.7,116200.0,4164.904,2085.377,2079.527,5.849999999999866,3399.6059999999998,,False,0.0
2025-10-01 09:15:00,116199.9,116280.0,116075.7,116193.8,1546.995,648.815,898.1800000000001,-249.36499999999998,3150.240999999999,,False,0.0
2025-10-01 09:30:00,116193.7,116500.0,116109.6,116350.6,3511.812,2272.696,1239.116,1033.58,4183.820999999999,,False,0.0
2025-10-01 09:45:00,116350.6,116423.6,116288.2,116372.4,1203.543,634.97,568.5729999999999,66.39700000000013,4250.217999999999,,False,0.0
2025-10-01 10:00:00,116372.3,116520.0,116214.4,116217.8,1799.732,788.27,1011.462,-223.19199999999998,4027.0259999999994,,False,0.0
2025-10-01 10:15:00,116217.4,116365.1,116190.8,116190.8,830.642,303.192,527.45,-224.25800000000004,3802.767999999999,,False,0.0
2025-10-01 10:30:00,116190.3,116299.9,116154.5,116234.2,795.7149999999999,345.26,450.455,-105.19499999999996,3697.5729999999994,,False,0.0
2025-10-01 10:45:00,116234.3,116328.3,116180.0,116233.6,796.905,441.32,355.58500000000004,85.73500000000001,3783.307999999999,,False,0.0
2025-10-01 11:00:00,116233.5,116388.0,116228.1,116342.6,809.5550000000001,482.291,327.264,155.02700000000002,3938.334999999999,,False,0.0
2025-10-01 11:15:00,116342.7,116375.7,116284.6,116284.7,654.109,332.496,321.613,10.882999999999981,3949.217999999999,,False,0.0
2025-10-01 11:30:00,116284.7,116570.8,116238.2,116533.5,2173.1440000000002,1431.283,741.8610000000001,689.4219999999999,4638.639999999999,,False,0.0
2025-10-01 11:45:00,116533.5,116750.0,116456.3,116736.8,2813.304,1683.284,1130.02,553.264,5191.904,,False,0.0
2025-10-01 12:00:00,116736.8,116838.3,116562.5,116615.2,2284.459,1150.296,1134.163,16.13300000000001,5208.036999999999,,False,0.0
2025-10-01 12:15:00,116615.3,116850.0,116575.0,116587.3,1588.227,772.256,815.9710000000001,-43.71500000000009,5164.321999999998,,False,0.0
2025-10-01 12:30:00,116587.3,116604.0,116408.5,116415.7,2226.234,637.715,1588.5189999999998,-950.8039999999999,4213.517999999999,,False,0.0
2025-10-01 12:45:00,116415.6,116512.0,116311.5,116373.7,1142.065,541.1659999999999,600.899,-59.73300000000002,4153.785,,False,0.0
2025-10-01 13:00:00,116373.8,116522.6,116373.7,116494.9,850.587,517.044,333.54300000000006,183.50099999999998,4337.285999999999,,False,0.0
2025-10-01 13:15:00,116494.9,116617.2,116491.1,116595.1,781.962,457.57,324.39199999999994,133.17800000000005,4470.464,,False,0.0
2025-10-01 13:30:00,116595.1,116700.0,116370.4,116479.6,1811.1019999999999,888.528,922.5740000000001,-34.04600000000005,4436.418,,False,0.0
2025-10-01 13:45:00,116479.7,116802.0,116380.3,116762.5,1960.675,1079.185,881.49,197.69500000000005,4634.112999999999,,False,0.0
