open_time,open,high,low,close,volume,buy_volume,sell_volume,volume_delta,cvd
2025-09-30 20:20:00,114204.59,114501.99,114204.59,114445.99,72.23354,59.82107,12.412470000000006,47.40859999999999,47.40859999999999
2025-09-30 20:25:00,114446.0,114480.77,114372.92,114387.29,21.80175,13.41281,8.388939999999998,5.023870000000002,52.432469999999995
2025-09-30 20:30:00,114387.29,114405.47,114350.1,114350.1,15.23939,8.02853,7.21086,0.8176699999999997,53.250139999999995
2025-09-30 20:35:00,114350.11,114366.23,114340.22,114358.99,12.27169,7.47695,4.794739999999999,2.6822100000000013,55.93235
2025-09-30 20:40:00,114358.99,114359.0,114307.01,114307.51,14.23883,2.18495,12.05388,-9.868929999999999,46.06342
2025-09-30 20:45:00,114307.52,114476.67,114307.51,114408.33,39.90694,22.95314,16.953799999999998,5.999340000000004,52.062760000000004
2025-09-30 20:50:00,114408.32,114714.91,114356.12,114695.65,121.35967,82.9569,38.40276999999999,44.554130000000015,96.61689000000001
2025-09-30 20:55:00,114695.65,114723.57,114575.75,114626.36,69.78428,13.62328,56.160999999999994,-42.53771999999999,54.07917000000002
2025-09-30 21:00:00,114626.36,114754.87,114626.35,114742.53,42.8627,21.52358,21.339119999999998,0.1844600000000014,54.26363000000002
2025-09-30 21:05:00,114742.53,114753.88,114696.79,114746.49,119.02333,105.2068,13.81653,91.39027,145.65390000000002
2025-09-30 21:10:00,114745.83,114745.83,114379.1,114386.13,86.27016,21.93286,64.3373,-42.404439999999994,103.24946000000003
2025-09-30 21:15:00,114386.14,114534.68,114386.13,114396.02,34.939,19.32047,15.61853,3.7019400000000005,106.95140000000004
2025-09-30 21:20:00,114396.03,114486.81,114341.83,114461.05,40.31447,12.93656,27.37791,-14.44135,92.51005000000004
2025-09-30 21:25:00,114461.05,114461.06,114292.0,114292.18,29.73858,2.35747,27.38111,-25.02364,67.48641000000003
2025-09-30 21:30:00,114292.17,114292.18,114206.56,114208.69,53.80188,6.99703,46.804849999999995,-39.80781999999999,27.678590000000042
2025-09-30 21:35:00,114208.7,114531.97,114208.7,114451.0,93.96424,75.36689,18.597350000000006,56.76953999999999,84.44813000000003
2025-09-30 21:40:00,114450.01,114450.01,114340.0,114372.93,32.86994,7.06287,25.80707,-18.7442,65.70393000000004
2025-09-30 21:45:00,114372.93,114372.93,114281.79,114344.26,20.78767,7.1573,13.63037,-6.473069999999999,59.23086000000004
2025-09-30 21:50:00,114344.26,114371.64,114267.0,114371.56,58.51158,34.11414,24.397440000000003,9.716699999999996,68.94756000000004
2025-09-30 21:55:00,114371.55,114371.56,114136.5,114161.0,36.38391,8.1382,28.245710000000003,-20.107510000000005,48.84005000000003
2025-09-30 22:00:00,114161.0,114356.98,114158.38,114312.44,64.66262,21.65279,43.00983000000001,-21.35704000000001,27.483010000000025
2025-09-30 22:05:00,114312.44,114318.52,114154.05,114180.15,38.18406,9.59413,28.589930000000003,-18.995800000000003,8.487210000000022
2025-09-30 22:10:00,114180.14,114187.3,114120.19,114130.31,30.18734,9.95435,20.23299,-10.278640000000001,-1.7914299999999788
2025-09-30 22:15:00,114130.32,114174.35,114117.64,114117.64,26.57338,14.07129,12.50209,1.5691999999999986,-0.22222999999998017
2025-09-30 22:20:00,114117.64,114136.98,113991.57,114038.98,55.49989,6.46333,49.03656,-42.57323,-42.795459999999984
2025-09-30 22:25:00,114038.97,114038.98,113963.77,113995.99,15.16674,3.8129,11.353840000000002,-7.540940000000002,-50.33639999999998
2025-09-30 22:30:00,113996.0,114034.37,113919.33,113919.33,24.19704,9.42598,14.771060000000002,-5.345080000000003,-55.681479999999986
2025-09-30 22:35:00,113919.34,113949.62,113900.0,113900.0,21.99459,4.16179,17.8328,-13.671009999999999,-69.35248999999999
2025-09-30 22:40:00,113900.0,113923.6,113883.01,113923.59,17.69382,10.38586,7.30796,3.0778999999999996,-66.27458999999999
2025-09-30 22:45:00,113923.6,113995.81,113917.14,113994.97,15.88399,14.26834,1.6156500000000005,12.65269,-53.62189999999999
2025-09-30 22:50:00,113994.97,114022.91,113972.87,114011.5,20.38946,13.72789,6.661569999999999,7.066320000000001,-46.55557999999999
2025-09-30 22:55:00,114011.49,114011.5,113921.52,113940.39,18.50167,2.24458,16.25709,-14.012510000000002,-60.56809
2025-09-30 23:00:00,113940.4,113940.8,113765.42,113813.21,44.72608,12.87059,31.855490000000003,-18.984900000000003,-79.55299
2025-09-30 23:05:00,113813.21,113894.28,113783.78,113879.99,29.41897,18.14982,11.269150000000003,6.880669999999995,-72.67232
2025-09-30 23:10:00,113879.99,113880.0,113801.35,113839.99,9.91254,2.26378,7.648759999999999,-5.384979999999999,-78.0573
2025-09-30 23:15:00,113839.99,113839.99,113769.58,113769.59,19.94008,2.55437,17.38571,-14.831339999999999,-92.88864
2025-09-30 23:20:00,113769.58,114022.88,113769.58,114014.23,56.87932,43.08362,13.795699999999997,29.287920000000007,-63.60071999999999
2025-09-30 23:25:00,114014.23,114014.23,113966.17,113966.17,25.26812,13.34226,11.92586,1.4163999999999994,-62.184319999999985
2025-09-30 23:30:00,113966.17,113983.98,113851.16,113851.17,16.82368,7.33455,9.48913,-2.1545799999999993,-64.33889999999998
