open_time,open,high,low,close,volume,buy_volume,sell_volume,volume_delta,cvd,open_interest
2025-09-30 23:00:00,113883.3,113988.8,113710.0,113988.8,2782.843,1311.844,1470.9989999999998,-159.15499999999975,-159.15499999999975,
2025-10-01 00:00:00,113988.7,114246.0,113899.4,114181.1,3773.132,1834.045,1939.087,-105.04199999999992,-264.19699999999966,
2025-10-01 01:00:00,114181.0,114498.0,114083.3,114491.6,3764.019,1753.011,2011.0079999999998,-257.99699999999984,-522.1939999999995,
2025-10-01 02:00:00,114491.6,114494.0,114218.9,114219.0,2618.284,1046.653,1571.631,-524.9780000000001,-1047.1719999999996,
2025-10-01 03:00:00,114219.0,114481.2,114038.7,114135.9,5741.656,2859.64,2882.016,-22.376000000000204,-1069.5479999999998,
2025-10-01 04:00:00,114135.8,114669.0,114095.2,114227.8,5746.057,2757.939,2988.118,-230.1790000000001,-1299.7269999999999,
2025-10-01 05:00:00,114227.8,114700.0,114200.8,114511.4,4333.954,2167.922,2166.0319999999997,1.8900000000003274,-1297.8369999999995,
2025-10-01 06:00:00,114511.5,114570.1,114170.0,114212.8,3790.162,1805.912,1984.2499999999998,-178.33799999999974,-1476.1749999999993,
2025-10-01 07:00:00,114212.7,114539.1,114184.9,114480.8,2407.498,1261.63,1145.868,115.76200000000017,-1360.412999999999,
2025-10-01 08:00:00,114480.8,116599.8,114425.6,116060.5,30788.992,17992.448,12796.543999999998,5195.904000000002,3835.491000000003,
2025-10-01 09:00:00,116060.4,116500.0,115890.7,116372.4,10427.254,5641.858,4785.396000000001,856.4619999999995,4691.953000000003,
2025-10-01 10:00:00,116372.3,116520.0,116154.5,116233.6,4222.994,1878.042,2344.9519999999998,-466.90999999999985,4225.043000000003,
2025-10-01 11:00:00,116233.5,116750.0,116228.1,116736.8,6450.112,3929.354,2520.7580000000003,1408.5959999999995,5633.639000000003,
2025-10-01 12:00:00,116736.8,116850.0,116311.5,116373.7,7240.985,3101.433,4139.552,-1038.1189999999997,4595.520000000003,
2025-10-01 13:00:00,116373.8,116802.0,116370.4,116762.5,5404.326,2942.327,2461.999,480.32800000000043,5075.848000000004,
2025-10-01 14:00:00,116761.9,117400.0,116655.2,117245.3,13123.333,6924.292,6199.041,725.2510000000002,5801.099000000004,
2025-10-01 15:00:00,117245.4,117647.8,117031.0,117366.4,6346.913,3357.504,2989.4089999999997,368.09500000000025,6169.194000000004,
2025-10-01 16:00:00,117366.5,118190.0,117259.3,117480.1,17613.731,9202.378,8411.353,791.0250000000015,6960.2190000000055,
2025-10-01 17:00:00,117480.0,117649.2,116687.5,116734.2,9324.856,4272.325,5052.531,-780.2060000000001,6180.013000000005,
2025-10-01 18:00:00,116734.3,117312.7,116731.4,117192.3,5118.281,3055.986,2062.295,993.6909999999998,7173.704000000005,
2025-10-01 19:00:00,117192.3,117572.7,117167.6,117374.1,3499.224,1908.07,1591.1540000000002,316.9159999999997,7490.620000000004,
2025-10-01 20:00:00,117374.0,117493.6,117104.1,117474.6,3175.885,1375.637,1800.2480000000003,-424.61100000000033,7066.009000000004,
2025-10-01 21:00:00,117474.7,117524.9,117276.3,117503.2,1465.246,653.835,811.4110000000001,-157.57600000000002,6908.433000000004,
2025-10-01 22:00:00,117503.2,118041.9,117503.2,117695.8,5429.622,3120.592,2309.03,811.5619999999999,7719.9950000000035,
2025-10-01 23:00:00,117695.8,118631.8,117634.9,118552.4,11182.913,6546.817,4636.0960000000005,1910.7209999999995,9630.716000000004,
2025-10-02 00:00:00,118552.0,119457.0,118367.0,118397.0,15039.878,8072.279,6967.599,1104.6800000000003,10735.396000000004,
2025-10-02 01:00:00,118397.0,118862.0,118335.0,118577.4,4265.244,2363.691,1901.5529999999999,462.1379999999999,11197.534000000003,
2025-10-02 02:00:00,118577.5,118748.8,118433.4,118697.4,4596.695,2404.093,2192.602,211.49099999999999,11409.025000000003,
2025-10-02 03:00:00,118697.3,119043.4,118652.5,118697.0,6458.231,4002.699,2455.5319999999997,1547.1670000000004,12956.192000000003,
2025-10-02 04:00:00,118697.0,118893.8,118372.0,118616.8,3643.919,1690.71,1953.2089999999998,-262.4989999999998,12693.693000000003,
2025-10-02 05:00:00,118616.7,118641.8,118226.4,118329.7,3182.782,1378.276,1804.506,-426.23,12267.463000000003,
2025-10-02 06:00:00,118329.7,118644.8,118251.3,118600.0,3064.694,1685.315,1379.379,305.93600000000015,12573.399000000003,
2025-10-02 07:00:00,118599.9,118629.8,118377.1,118444.1,1956.72,959.685,997.0350000000001,-37.350000000000136,12536.049000000003,
2025-10-02 08:00:00,118444.1,118647.7,118307.3,118635.4,2205.712,1092.042,1113.67,-21.628000000000156,12514.421000000002,
2025-10-02 09:00:00,118635.3,118827.7,118521.7,118813.3,2704.861,1486.404,1218.4569999999999,267.9470000000001,12782.368000000002,
2025-10-02 10:00:00,118813.3,118885.8,118530.8,118575.3,2351.811,1103.698,1248.113,-144.41499999999996,12637.953000000001,
2025-10-02 11:00:00,118575.3,118843.8,118481.6,118716.0,2216.764,1089.05,1127.7140000000002,-38.664000000000215,12599.289,
2025-10-02 12:00:00,118716.1,119361.4,118690.4,119360.1,6547.795,3733.61,2814.185,919.4250000000002,13518.714,
2025-10-02 13:00:00,119360.0,119733.0,118868.2,119559.6,11332.135,6387.7,4944.435,1443.2649999999994,14961.979,
2025-10-02 14:00:00,119559.6,119747.2,118606.2,118768.0,11360.065,4913.825,6446.240000000001,-1532.4150000000009,13429.563999999998,
2025-10-02 15:00:00,118768.1,119889.0,118458.4,119875.1,13518.21,7214.445,6303.764999999999,910.6800000000003,14340.243999999999,
2025-10-02 16:00:00,119875.1,120291.0,119564.9,119694.0,11959.603,6129.632,5829.971,299.66100000000006,14639.904999999999,
2025-10-02 17:00:00,119694.0,119916.8,119317.0,119869.1,5205.304,2876.803,2328.501,548.3019999999997,15188.206999999999,
2025-10-02 18:00:00,119869.1,120637.2,119859.9,120461.6,8242.659,4637.864,3604.795,1033.0689999999995,16221.275999999998,
2025-10-02 19:00:00,120461.6,120999.0,120398.2,120787.9,11000.641,5613.829,5386.812,227.01699999999983,16448.292999999998,
2025-10-02 20:00:00,120787.8,120880.9,120258.1,120598.8,5063.339,2481.189,2582.15,-100.96100000000024,16347.331999999999,
2025-10-02 21:00:00,120598.9,120735.0,120105.1,120105.2,2690.851,1235.925,1454.9260000000002,-219.0010000000002,16128.330999999998,
2025-10-02 22:00:00,120105.1,120372.1,120018.0,120208.8,2926.964,1351.171,1575.793,-224.62199999999984,15903.708999999999,
2025-10-02 23:00:00,120208.7,120633.0,120191.9,120481.3,3922.061,1965.867,1956.1940000000002,9.672999999999774,15913.381999999998,
2025-10-03 00:00:00,120481.3,120505.5,120033.0,120097.1,3259.382,1388.058,1871.324,-483.2660000000001,15430.115999999998,
2025-10-03 01:00:00,120097.2,120255.1,119766.0,119832.6,4258.894,1792.696,2466.1980000000003,-673.5020000000004,14756.613999999998,
2025-10-03 02:00:00,119832.6,120237.9,119823.6,120117.9,2922.748,1729.695,1193.053,536.6419999999998,15293.255999999998,
2025-10-03 03:00:00,120118.0,120447.2,120108.5,120185.4,3863.558,2225.821,1637.737,588.0839999999998,15881.339999999997,
2025-10-03 04:00:00,120185.4,120281.6,119954.8,120000.2,1994.259,895.807,1098.452,-202.64499999999998,15678.694999999996,
2025-10-03 05:00:00,120000.2,120033.0,119700.0,119894.5,3047.843,1520.813,1527.0299999999997,-6.2169999999996435,15672.477999999996,
2025-10-03 06:00:00,119894.5,120040.0,119725.2,119882.6,2240.544,1162.413,1078.1309999999999,84.28200000000015,15756.759999999995,
2025-10-03 07:00:00,119882.5,119985.5,119579.6,119620.1,5028.064,2158.187,2869.8770000000004,-711.6900000000005,15045.069999999994,
2025-10-03 08:00:00,119620.1,120058.2,119200.0,120007.0,7679.094,3807.03,3872.064,-65.03399999999965,14980.035999999995,
2025-10-03 09:00:00,120007.0,120342.0,119968.6,120257.8,4545.005,2272.688,2272.317,0.3710000000000946,14980.406999999996,
2025-10-03 10:00:00,120257.9,120484.1,120226.0,120392.8,2723.71,1583.284,1140.426,442.8580000000002,15423.264999999996,
2025-10-03 11:00:00,120392.9,120444.2,120100.0,120307.2,2932.482,1256.096,1676.386,-420.28999999999996,15002.974999999995,
2025-10-03 12:00:00,120307.2,120377.9,120061.3,120320.7,2705.427,1269.182,1436.2450000000001,-167.0630000000001,14835.911999999995,
2025-10-03 13:00:00,120320.6,120687.3,120058.0,120325.0,6272.209,3168.286,3103.923,64.36300000000028,14900.274999999994,
