open_time,open,high,low,close,volume,buy_volume,sell_volume,volume_delta,cvd
2024-01-09 15:00:00,46561.11,47010.0,46429.31,46868.09,3353.84219,1905.05239,1448.7897999999998,456.2625900000003,456.2625900000003
2024-01-09 16:00:00,46868.08,46975.0,46719.69,46902.88,1950.39781,947.93977,1002.45804,-54.51827000000003,401.74432000000024
2024-01-09 17:00:00,46902.89,46919.99,46632.01,46715.99,1744.55384,810.32479,934.22905,-123.90426000000002,277.8400600000002
2024-01-09 18:00:00,46716.0,46731.1,46500.0,46640.5,2182.23673,886.91418,1295.32255,-408.4083700000001,-130.56830999999988
2024-01-09 19:00:00,46640.5,46890.0,46573.92,46876.01,1433.29461,662.29155,771.0030599999999,-108.71150999999986,-239.27981999999975
2024-01-09 20:00:00,46876.0,46930.74,46591.6,46642.54,1427.66813,657.80569,769.86244,-112.05674999999997,-351.3365699999997
2024-01-09 21:00:00,46642.53,47972.0,44748.67,45439.44,17027.62509,8711.26698,8316.358110000001,394.9088699999993,43.572299999999586
2024-01-09 22:00:00,45439.44,46261.09,45295.19,46254.0,4757.30303,2414.48139,2342.82164,71.6597499999998,115.23204999999939
2024-01-09 23:00:00,46254.0,46254.01,45924.0,46110.0,2764.38932,1335.22685,1429.1624700000002,-93.9356200000002,21.29642999999919
2024-01-10 00:00:00,46110.0,46249.14,45788.85,45856.42,2839.97544,1420.39185,1419.5835900000002,0.808259999999791,22.104689999998982
2024-01-10 01:00:00,45856.41,45960.0,45622.0,45929.3,2013.31088,878.61224,1134.69864,-256.0864,-233.98171000000104
2024-01-10 02:00:00,45929.3,46082.87,45882.41,45971.09,1108.50161,557.13357,551.3680400000001,5.765529999999899,-228.21618000000115
2024-01-10 03:00:00,45971.1,46211.95,45922.86,46117.1,1002.73836,518.71443,484.02392999999995,34.69050000000004,-193.5256800000011
2024-01-10 04:00:00,46117.1,46186.0,45944.82,45960.98,1131.61113,545.44734,586.16379,-40.716449999999895,-234.242130000001
2024-01-10 05:00:00,45960.97,46027.08,45890.58,45975.99,1082.47607,479.31511,603.1609599999999,-123.84584999999993,-358.0879800000009
2024-01-10 06:00:00,45975.99,46065.85,45875.28,46006.0,847.24073,446.35572,400.88500999999997,45.470710000000054,-312.6172700000009
2024-01-10 07:00:00,46006.0,46023.4,45734.56,45757.98,1379.97341,681.1733,698.80011,-17.626809999999978,-330.24408000000085
2024-01-10 08:00:00,45757.98,45861.1,45320.53,45329.94,2517.14697,1009.72066,1507.4263099999998,-497.7056499999999,-827.9497300000007
2024-01-10 09:00:00,45329.94,45700.0,45321.99,45661.42,2388.37211,1288.72597,1099.6461399999998,189.07983000000013,-638.8699000000006
2024-01-10 10:00:00,45661.43,45731.1,45532.0,45532.0,1101.89012,556.88433,545.00579,11.87853999999993,-626.9913600000007
2024-01-10 11:00:00,45532.01,45659.42,45000.0,45515.89,2363.70366,1199.64881,1164.0548500000002,35.5939599999997,-591.397400000001
2024-01-10 12:00:00,45515.88,45662.01,44363.93,44670.53,5540.87031,2558.13448,2982.73583,-424.6013499999999,-1015.9987500000009
2024-01-10 13:00:00,44670.54,45393.99,44300.36,45118.01,4518.06082,2373.46249,2144.59833,228.86416000000008,-787.1345900000008
2024-01-10 14:00:00,45118.0,45404.89,44820.35,44884.0,3293.59955,1721.01645,1572.5830999999998,148.43335000000025,-638.7012400000006
2024-01-10 15:00:00,44884.01,45630.7,44800.0,45546.4,4166.8193,2231.29266,1935.52664,295.76602,-342.9352200000005
2024-01-10 16:00:00,45546.39,45708.31,45173.97,45311.1,3383.80525,1768.29518,1615.5100699999998,152.78511000000026,-190.15011000000027
2024-01-10 17:00:00,45311.09,46449.0,45227.01,46401.89,5565.30304,3333.97716,2231.32588,1102.65128,912.5011699999998
2024-01-10 18:00:00,46401.88,46633.86,45840.0,46527.33,4249.44238,2161.03423,2088.40815,72.62608,985.1272499999998
2024-01-10 19:00:00,46527.32,46666.0,46043.69,46489.18,4609.96145,2580.17979,2029.7816599999996,550.3981300000005,1535.5253800000003
2024-01-10 20:00:00,46489.19,46504.92,44800.0,46127.0,10674.42987,5319.81274,5354.61713,-34.80438999999933,1500.720990000001
2024-01-10 21:00:00,46127.0,46301.04,45080.0,45946.0,8142.82709,4131.44961,4011.37748,120.07212999999956,1620.7931200000005
2024-01-10 22:00:00,45946.0,46948.98,45760.45,46902.69,6635.62295,3819.26287,2816.36008,1002.9027900000001,2623.6959100000004
2024-01-10 23:00:00,46902.69,47695.93,46381.86,46653.99,9353.72953,5330.7534,4022.976130000001,1307.7772699999987,3931.473179999999
2024-01-11 00:00:00,46654.0,46721.37,46296.46,46670.01,2859.39936,1518.91925,1340.48011,178.43913999999995,4109.912319999999
2024-01-11 01:00:00,46670.01,46750.0,46468.33,46506.94,1772.5933,957.63609,814.95721,142.67887999999994,4252.591199999999
2024-01-11 02:00:00,46506.93,46622.39,46500.0,46559.0,1242.76928,612.75378,630.0155,-17.26171999999997,4235.3294799999985
2024-01-11 03:00:00,46559.0,46590.81,46200.0,46502.16,2090.15306,983.51414,1106.63892,-123.1247800000001,4112.204699999998
2024-01-11 04:00:00,46502.17,46507.08,46304.96,46400.01,1666.06111,720.32905,945.73206,-225.40301,3886.8016899999984
2024-01-11 05:00:00,46400.01,46417.33,45896.23,46070.0,2132.23648,900.68203,1231.55445,-330.87242000000003,3555.9292699999983
2024-01-11 06:00:00,46070.0,46091.53,45618.1,45907.3,2234.87531,1091.56667,1143.30864,-51.74197000000004,3504.1872999999982
2024-01-11 07:00:00,45907.29,46166.99,45881.1,46101.4,1518.70045,804.54401,714.1564400000001,90.38756999999987,3594.574869999998
2024-01-11 08:00:00,46101.4,46318.1,46052.0,46277.0,1468.58251,844.57349,624.00902,220.56447000000003,3815.139339999998
2024-01-11 09:00:00,46277.0,46354.0,46211.94,46220.12,1341.13559,715.47099,625.6646000000001,89.80638999999996,3904.9457299999976
2024-01-11 10:00:00,46220.12,46860.0,46210.0,46859.91,2559.25355,1497.31686,1061.93669,435.3801699999999,4340.325899999998
2024-01-11 11:00:00,46859.9,47150.0,46705.97,47060.0,3169.51389,1720.68765,1448.82624,271.86141,4612.1873099999975
2024-01-11 12:00:00,47059.99,47464.87,46941.1,47449.63,3177.46648,1772.12675,1405.3397300000001,366.78701999999976,4978.974329999997
