open_time,open,high,low,close,volume,buy_volume,sell_volume,volume_delta,cvd,open_interest
2024-01-09 15:00:00,46559.9,47025.6,46432.0,46868.8,25460.844,13204.716,12256.128,948.5879999999997,948.5879999999997,
2024-01-09 16:00:00,46868.9,46977.0,46718.5,46901.2,12929.33,6699.307,6230.023,469.28399999999965,1417.8719999999994,
2024-01-09 17:00:00,46901.2,46922.2,46623.0,46718.8,10947.187,4958.342,5988.845,-1030.5030000000006,387.3689999999988,
2024-01-09 18:00:00,46718.7,46732.8,46500.0,46643.6,10505.851,5070.743,5435.108,-364.3649999999998,23.003999999998996,
2024-01-09 19:00:00,46643.5,46895.9,46570.7,46873.5,7880.575,3879.946,4000.629,-120.68299999999999,-97.679000000001,
2024-01-09 20:00:00,46873.5,46937.0,46585.4,46636.1,8565.049,4175.349,4389.700000000001,-214.35100000000057,-312.03000000000156,
2024-01-09 21:00:00,46636.1,48100.0,44417.2,45450.2,165990.803,83084.19,82906.61300000001,177.57699999999022,-134.45300000001134,
2024-01-09 22:00:00,45450.1,46272.7,45300.0,46250.7,32073.429,16903.587,15169.842,1733.744999999999,1599.2919999999876,
2024-01-09 23:00:00,46250.6,46258.4,45929.5,46114.0,11779.519,5924.326,5855.193,69.13299999999981,1668.4249999999874,
2024-01-10 00:00:00,46113.9,46252.5,45787.8,45863.9,15473.919,7745.103,7728.816,16.287000000000262,1684.7119999999877,
2024-01-10 01:00:00,45863.9,45980.5,45629.6,45944.4,9737.224,5377.312,4359.912,1017.3999999999996,2702.1119999999873,
2024-01-10 02:00:00,45944.5,46104.8,45898.9,45990.0,5315.192,2679.013,2636.179,42.83399999999983,2744.945999999987,
2024-01-10 03:00:00,45989.9,46228.4,45939.4,46133.6,6154.987,3036.795,3118.192,-81.39699999999993,2663.5489999999872,
2024-01-10 04:00:00,46133.5,46200.0,45950.0,45970.4,6028.925,2704.753,3324.172,-619.4189999999999,2044.1299999999874,
2024-01-10 05:00:00,45970.4,46036.6,45903.0,45988.4,4137.107,2103.796,2033.3110000000001,70.48499999999967,2114.614999999987,
2024-01-10 06:00:00,45988.4,46076.9,45883.0,46013.9,3835.661,1858.212,1977.449,-119.23700000000008,1995.377999999987,
2024-01-10 07:00:00,46014.0,46032.0,45728.9,45766.4,7753.532,3519.337,4234.195,-714.8579999999997,1280.5199999999872,
2024-01-10 08:00:00,45766.3,45876.7,45300.0,45328.2,16135.794,6759.417,9376.377,-2616.96,-1336.4400000000128,
2024-01-10 09:00:00,45328.3,45702.1,45310.2,45666.9,14883.659,7418.393,7465.266,-46.87299999999959,-1383.3130000000124,
2024-01-10 10:00:00,45664.8,45740.1,45535.0,45538.9,5947.103,2891.951,3055.152,-163.20100000000002,-1546.5140000000124,
2024-01-10 11:00:00,45538.8,45672.5,44800.0,45530.2,17088.209,7475.021,9613.187999999998,-2138.1669999999986,-3684.681000000011,
2024-01-10 12:00:00,45530.1,45680.0,44334.2,44679.2,55229.595,25055.845,30173.75,-5117.904999999999,-8802.58600000001,
2024-01-10 13:00:00,44679.2,45415.8,44291.5,45120.3,38080.832,19598.68,18482.152000000002,1116.5279999999984,-7686.058000000012,
2024-01-10 14:00:00,45120.3,45424.7,44823.6,44890.3,23641.631,11088.99,12552.641000000001,-1463.6510000000017,-9149.709000000013,
2024-01-10 15:00:00,44890.2,45663.3,44803.5,45569.0,32775.559,17069.56,15705.999,1363.5610000000015,-7786.148000000012,
2024-01-10 16:00:00,45569.4,45745.9,45189.4,45317.9,23894.068,11553.888,12340.179999999998,-786.2919999999976,-8572.44000000001,
2024-01-10 17:00:00,45317.8,46449.9,45236.9,46409.9,36135.853,19021.395,17114.458000000002,1906.936999999998,-6665.5030000000115,
2024-01-10 18:00:00,46410.0,46678.6,45900.0,46544.2,39071.651,19927.164,19144.486999999997,782.6770000000033,-5882.826000000008,
2024-01-10 19:00:00,46544.2,46768.0,46050.2,46498.9,30963.865,15007.432,15956.433,-949.0010000000002,-6831.827000000008,
2024-01-10 20:00:00,46498.8,46518.1,44720.0,46126.0,115912.735,55510.356,60402.379,-4892.023000000001,-11723.85000000001,
2024-01-10 21:00:00,46125.8,46300.0,45118.0,45960.0,61170.333,30373.68,30796.653,-422.97299999999814,-12146.823000000008,
2024-01-10 22:00:00,45961.8,46965.0,45755.0,46903.3,39897.201,21058.305,18838.896,2219.4089999999997,-9927.414000000008,
2024-01-10 23:00:00,46907.5,47699.3,46368.0,46662.9,59392.839,29406.997,29985.842,-578.8450000000012,-10506.25900000001,
2024-01-11 00:00:00,46663.0,46729.8,46308.0,46676.0,16224.974,7964.47,8260.504,-296.03400000000056,-10802.293000000009,
2024-01-11 01:00:00,46676.1,46758.0,46467.5,46506.7,8533.071,4266.76,4266.311,0.44900000000052387,-10801.844000000008,
2024-01-11 02:00:00,46506.7,46635.0,46494.4,46567.4,4211.69,2099.559,2112.1309999999994,-12.571999999999207,-10814.416000000008,
2024-01-11 03:00:00,46567.4,46599.7,46146.5,46502.4,11793.367,5195.285,6598.082,-1402.7970000000005,-12217.213000000009,
2024-01-11 04:00:00,46502.3,46511.4,46296.4,46404.9,5472.494,2450.658,3021.836,-571.1779999999999,-12788.391000000009,
2024-01-11 05:00:00,46405.0,46427.8,45890.1,46073.9,12280.675,5241.07,7039.605,-1798.5349999999999,-14586.926000000009,
2024-01-11 06:00:00,46074.0,46098.4,45610.1,45899.8,16239.138,7485.455,8753.683,-1268.228000000001,-15855.15400000001,
2024-01-11 07:00:00,45899.9,46168.0,45874.1,46096.1,8171.041,4376.562,3794.4790000000003,582.0829999999996,-15273.07100000001,
2024-01-11 08:00:00,46096.1,46320.0,46051.6,46272.0,6985.174,3815.69,3169.484,646.2060000000001,-14626.86500000001,
